mutation_year,mutation_week,company_id,branch_id,SBIHOOFDACT,SBINEVENACT1,SBINEVENACT2
2021,25,3dcfde93df748eba35f8f9100b404d2b332799c4,3bc55512501ce671d89d1847ab5959cf700ee195,86929,,
2022,42,3dcfde93df748eba35f8f9100b404d2b332799c4,3bc55512501ce671d89d1847ab5959cf700ee195,86929,86104,87902
2021,25,2641c90940f83a9c0d9e335d2536b943fe64af6b,222565eaee0c4cc9d83a36b4521bb3cd7dda79f6,85519,74103,85599
2021,25,13e4ecae54e90be138c73b51f09a46dc52d0bcd2,df18b4bff4fa29f52f06e852f9f01100206e190d,6311,,
2021,25,bbc5889f90b7ae3e2a3a9dcc4046d6636cde436f,918f4d853648a1f79afa126f93e987d212e20110,85599,9003,
2022,51,bbc5889f90b7ae3e2a3a9dcc4046d6636cde436f,918f4d853648a1f79afa126f93e987d212e20110,85599,9003,
2021,25,2eef081e9ee7b0ee4b470d1f129d71ed117039fa,a5f717b91d284b5888b1d7f4bcaf481d1ca15e3f,59112,5912,59111
2021,39,2eef081e9ee7b0ee4b470d1f129d71ed117039fa,a5f717b91d284b5888b1d7f4bcaf481d1ca15e3f,59112,5912,59111
2023,01,2eef081e9ee7b0ee4b470d1f129d71ed117039fa,a5f717b91d284b5888b1d7f4bcaf481d1ca15e3f,59112,5912,59111
2023,02,2eef081e9ee7b0ee4b470d1f129d71ed117039fa,a5f717b91d284b5888b1d7f4bcaf481d1ca15e3f,59112,5912,59111
2023,09,2eef081e9ee7b0ee4b470d1f129d71ed117039fa,a5f717b91d284b5888b1d7f4bcaf481d1ca15e3f,59112,5912,59111
2021,25,55f9061e12b05c40660515345437a9561d699559,29d53db17b6074aacf090688f05d4c0701fec8d3,59111,9003,5920
2021,45,55f9061e12b05c40660515345437a9561d699559,29d53db17b6074aacf090688f05d4c0701fec8d3,59111,9003,5920
2021,26,e10cadcd4348415465dfb218b3d264ce9355b609,b84a597b6da53ee045fd53c0cab7c0eccaf63ca9,31011,4332,
2022,40,e10cadcd4348415465dfb218b3d264ce9355b609,b84a597b6da53ee045fd53c0cab7c0eccaf63ca9,31011,4332,
2021,26,d2360e55dc02ef82dc89135c1125cfe5188a6dac,5080dd13b1a946203d8de04c12d894d0ad71b771,70221,,
2021,28,d2360e55dc02ef82dc89135c1125cfe5188a6dac,5080dd13b1a946203d8de04c12d894d0ad71b771,70221,,
2022,04,d2360e55dc02ef82dc89135c1125cfe5188a6dac,5080dd13b1a946203d8de04c12d894d0ad71b771,70221,,
2021,26,4e48ef80e30a01b2975c4292c6ce49c5a3d465c8,8989073a09f9c61220232e28b40755761a2f4510,7490,90011,
2023,04,4e48ef80e30a01b2975c4292c6ce49c5a3d465c8,8989073a09f9c61220232e28b40755761a2f4510,7490,90011,
2021,26,0251112255a911fef7c9c36a712a5b3920d4dc8f,b866a18eecd62d8d56ba0e1a665c37ada82b42e9,85599,,
2021,26,5c9dd18b01423793b5eba1e348b1c70118270bac,ffc1a8a2362dadb1e53d4484d92491aab65d4907,59111,74201,
2021,26,2aaf23f7aa5b8ad7d237067ce70768cb8ebdd376,a666ec0d10b94c61129389fabbdbb627e2f09ddf,4634,6201,
2021,26,506c525a3a3a09c001606595eca5018ef1f40479,f9aee52122b697c6c1359ce62fd3e74fd39ce890,7021,,
2022,04,506c525a3a3a09c001606595eca5018ef1f40479,f9aee52122b697c6c1359ce62fd3e74fd39ce890,7021,,
2021,26,e6931d673f3027df8595a9c0fe94c3e842301bbd,3877c531861642b85da3bd4537d642b604938cce,6420,,
2023,06,e6931d673f3027df8595a9c0fe94c3e842301bbd,3877c531861642b85da3bd4537d642b604938cce,6420,,
2021,26,573e1a3d5af1a1f17f5fe4702111581e4065a935,d1b2015bc785322c6f98561865b50fd0388237c1,9003,,
2022,16,573e1a3d5af1a1f17f5fe4702111581e4065a935,d1b2015bc785322c6f98561865b50fd0388237c1,9003,,
2022,29,573e1a3d5af1a1f17f5fe4702111581e4065a935,d1b2015bc785322c6f98561865b50fd0388237c1,9003,,
2021,26,860aaa98d2e4a6d3debc2acf12b34c1242ad54ff,e67e388f85ca803d241ff8386eabb18a9ce4779b,8891,,
2021,26,51ddb1c01a9e9b4c949c9c41c539403bac884c5a,99ca87c1760ba8b7aef1573ec5331be5e70296cd,6420,,
2021,27,51ddb1c01a9e9b4c949c9c41c539403bac884c5a,99ca87c1760ba8b7aef1573ec5331be5e70296cd,6420,,
2022,31,51ddb1c01a9e9b4c949c9c41c539403bac884c5a,99ca87c1760ba8b7aef1573ec5331be5e70296cd,6420,,
2021,26,6528f2d5589019fdc67cb277037e3def4657c9b9,aa4a9b900bc24886d6a4447c02fbf6441255b383,70102,,
2021,26,148ad0836c86b753e11f2d2909e0a6e4ee137c56,740f1e963e7cd192a01db0829e63bd211d5fde76,33121,,
2022,50,148ad0836c86b753e11f2d2909e0a6e4ee137c56,740f1e963e7cd192a01db0829e63bd211d5fde76,33121,,
2021,26,7963a46e013ce01aeb449d5b4c0e7f157babc2a3,399f18eee1e6711bb10df43b4d93d737a8af2d33,6420,,
2022,02,7963a46e013ce01aeb449d5b4c0e7f157babc2a3,399f18eee1e6711bb10df43b4d93d737a8af2d33,6420,,
2023,02,7963a46e013ce01aeb449d5b4c0e7f157babc2a3,399f18eee1e6711bb10df43b4d93d737a8af2d33,6420,,
2021,26,da923a24d17a17f2fbd26a50d6da12dd197cd125,0890d127330ffcfb0ad45f0dcd3d1c3519e0e35d,6810,68204,70102
2022,43,da923a24d17a17f2fbd26a50d6da12dd197cd125,0890d127330ffcfb0ad45f0dcd3d1c3519e0e35d,6810,68204,70102
2021,26,f41a153f3f1ded6fb1aeb14008638eb9a9770689,fa35da93fd553b326336a7926e3112ed7dec1ce4,42112,47789,
2022,51,f41a153f3f1ded6fb1aeb14008638eb9a9770689,fa35da93fd553b326336a7926e3112ed7dec1ce4,42112,47789,
2021,26,9c2061312cfbc11c2030b43e782939b367a72ec8,cee571ac4e9f4f98a2c157c8bee39f5380f615f8,6420,,
2023,07,9c2061312cfbc11c2030b43e782939b367a72ec8,cee571ac4e9f4f98a2c157c8bee39f5380f615f8,6420,,
2021,26,08d5942c788be56fe26ccf17993d3b1d7e9c38a9,a5ad42c5972888cc95a91b7af0ed89fcd876b7dc,8621,,
2021,26,6ced2c1fc69565de25040b18816f1c893f763b78,90ef2af23441eea04e8082f971eb6feef7d94b24,4332,,
2021,30,6ced2c1fc69565de25040b18816f1c893f763b78,90ef2af23441eea04e8082f971eb6feef7d94b24,4332,,
2021,26,c2d001b53b7238e1e5f40c50fb6aa6c44f5779a0,11f9b524d7e770002fdb98580ecf831f6e33d83f,70222,7112,
2021,26,52cdce6de279a360a9e55a7febaec0ed2568b2c8,2ca85e36794d4837fa743dba6dcc2bc171d69c0f,47918,33221,
2021,32,52cdce6de279a360a9e55a7febaec0ed2568b2c8,2ca85e36794d4837fa743dba6dcc2bc171d69c0f,47918,33221,
2022,49,52cdce6de279a360a9e55a7febaec0ed2568b2c8,2ca85e36794d4837fa743dba6dcc2bc171d69c0f,47918,33221,
2021,26,f1f8c625513680d7e0a457d26f473b8f5a1a3086,057ef5fadaef377a2fa3a56d26ce10b1e92fb70d,70221,,
2023,03,f1f8c625513680d7e0a457d26f473b8f5a1a3086,057ef5fadaef377a2fa3a56d26ce10b1e92fb70d,70221,,
2021,26,1eff526ad9a6f4e38699d231f4c9969822f4baaa,3beeadf6dede9a64795637bdcd30b8487c711571,4120,,
2022,30,1eff526ad9a6f4e38699d231f4c9969822f4baaa,3beeadf6dede9a64795637bdcd30b8487c711571,4120,,
2021,27,f29c51aee8cc44e93f45da9a564209faa9d826bb,d16d4b2a8a730a9c6b2a59a06773d34501cf5e04,64303,,
2022,45,f29c51aee8cc44e93f45da9a564209faa9d826bb,d16d4b2a8a730a9c6b2a59a06773d34501cf5e04,64303,,
2021,27,34fc5b453c6beb447aa72bed2735592f5fa36f51,17914af6e6aff34f30f370a99b9f37de917a8204,6420,,
2021,30,34fc5b453c6beb447aa72bed2735592f5fa36f51,17914af6e6aff34f30f370a99b9f37de917a8204,6420,,
2023,01,34fc5b453c6beb447aa72bed2735592f5fa36f51,17914af6e6aff34f30f370a99b9f37de917a8204,6420,,
2021,27,467e2c5327bcc9610c3351756fc5570a11cef46b,d2e51c82d879c5af904b1189037902551b9b8b3b,6202,,
2022,08,467e2c5327bcc9610c3351756fc5570a11cef46b,d2e51c82d879c5af904b1189037902551b9b8b3b,6202,78202,
2021,27,e7b8c3c5be620d6b541a040c43f524b43ddf809d,f31da9e76027150e9d0d71b7c654a8f269c55ab1,86919,,
2021,27,5a95c5b09426375a67c727b82153fe584defaa83,6a2c2b8f6ba7177a30097732bf0043b0a80cf25c,6201,70221,70222
2021,27,6b0d44512a1d0276cab46ccee42d1365839117f6,b277d0ae5606fb5478526c9b979ebbd9130d2f4f,6420,01411,
2023,09,6b0d44512a1d0276cab46ccee42d1365839117f6,b277d0ae5606fb5478526c9b979ebbd9130d2f4f,6420,01411,
2021,27,c16c49cd830d8bbffdb69c93351f4e77a0fbec57,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,94997,,
2021,43,c16c49cd830d8bbffdb69c93351f4e77a0fbec57,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,94997,,
2021,27,4f054188aced9282d03dbc8be3b7b7fcfcfcbd18,95899652f6e6e8d616db52400b239c6a11f622cb,74103,46682,74102
2021,35,4f054188aced9282d03dbc8be3b7b7fcfcfcbd18,95899652f6e6e8d616db52400b239c6a11f622cb,74103,46682,74102
2021,27,d0936383392245c86d6ef383be63cc5a70e8bbc8,2a857af84d4b3c29211370f2ef755682926c97c8,5621,,
2021,27,6e813ed9b2a019cb09ff8cfabecdb434936234b6,ef6cd92a733b38209d11a4a2dcbd594edfdfff4f,7112,,
2022,48,6e813ed9b2a019cb09ff8cfabecdb434936234b6,ef6cd92a733b38209d11a4a2dcbd594edfdfff4f,7112,,
2021,27,919d74edf6ec9dce0f3fb2e768d8cbe656bb3367,af226d12848dbd4d63e246a6a3d2aa376cfd7d8f,7810,,
2022,41,919d74edf6ec9dce0f3fb2e768d8cbe656bb3367,af226d12848dbd4d63e246a6a3d2aa376cfd7d8f,7810,,
2021,27,33a48a62ebe5875947873ff2dc77cdd66246aa7b,632a872dc096173c25ab59746cd44e728a313632,4941,,
2021,27,4813343ff1ef9fb9e9698ff1caab5797b3f88daf,0333960804d369ab1d96356502fe902f898db044,4941,,
2021,27,2647b52b78edda5e847dc4106e7637798902ba7b,1549860ef7d7b67d89b734758ba77fdce240497f,47914,,
2023,04,2647b52b78edda5e847dc4106e7637798902ba7b,1549860ef7d7b67d89b734758ba77fdce240497f,47914,,
2021,28,18649811c846200016d5c2681971776dd35e9ae3,8d9a2fd780a43ba604a734e7deca1f4ae94b701c,47916,9529,47918
2021,28,e0cd543500d281c27d61402d3e7d41da1f9b6ef5,4cde5df70289e7828722af810527ae2296761fb0,46422,,
2021,28,2b5f020566c1b447e1e7b7fd62783eb20af70ba2,b50e6bfad40fbdc5fdfaf88682e98d489a72f4bc,6201,6202,
2021,33,2b5f020566c1b447e1e7b7fd62783eb20af70ba2,b50e6bfad40fbdc5fdfaf88682e98d489a72f4bc,6201,6202,
2021,28,6f289c429e63176843390bdd3dfab26db50667af,586b093c2de43e92a5b472441275b3512794ab11,4120,,
2021,28,628509e9fb8f066d9504aeae1ac4e86667162faa,ff9a595261901669f8d1487752a14685ea3ff99d,74103,,
2021,51,628509e9fb8f066d9504aeae1ac4e86667162faa,ff9a595261901669f8d1487752a14685ea3ff99d,74103,47915,
2022,28,628509e9fb8f066d9504aeae1ac4e86667162faa,ff9a595261901669f8d1487752a14685ea3ff99d,74103,47915,
2021,28,a28bd6269e7a00cd5dcc3ba48dd3750fb53379d2,a632ebfc00f21c4c2d03d1ccb83b59d4a3abdc0e,56102,5621,
2021,28,fd61070c72df3e3f2cf6053a4b2a3166650e8b44,ed16f434552d0d380be59e9193b446cf938317d5,4333,,
2021,28,20b1efcc0ea4142f1786511dc0247c49eeca6a96,0e97806ac3af2e426cf9c95887fc8723b1d5dfa7,4334,4120,
2021,28,460960375d650e2e6114d0a78cdb76f69a709b57,6add25c97a1194a484694e8606cb00da04d2bf7d,6420,,
2021,28,15d44542b0df045210db78d6147591b0d49391a2,fa07cb99871932b894ab9abdb4ff90249036365f,85592,,
2021,50,15d44542b0df045210db78d6147591b0d49391a2,fa07cb99871932b894ab9abdb4ff90249036365f,85592,,
2022,25,15d44542b0df045210db78d6147591b0d49391a2,cefa43247f9ded46592ec0b95246856801d29742,85592,,
2022,25,15d44542b0df045210db78d6147591b0d49391a2,14d23eaf41adc9d2f1aff3b8c6e2d8f471394ee5,85592,,
2021,28,4780f6119e2e2c7814802521ace7c9fa94dcf5ee,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,94997,,
2021,28,3f6c0531d8c3f4cb4b8e0c3fe302f383252279ce,1ea03ee62ea17307f481d6b7c515db708599b224,86929,,
2021,28,700b1a898f480518d667a15d0f874f40e47bb775,c8c697253911ec0a4f66d12f7d546e947b440eb3,70102,,
2021,28,f8198cb07228a9cb1eaf5d9ee7c23805d5d89e9d,949809be7a8ae4dbbbe555806903acca51b859ce,4725,,
2021,33,f8198cb07228a9cb1eaf5d9ee7c23805d5d89e9d,949809be7a8ae4dbbbe555806903acca51b859ce,4725,,
2021,28,8516e73b909319789d6c3fc5037c733cd950ae40,6b3db4c31386f44f553f5b9ad957220510b89ae8,5621,,
2021,28,4ec61c2d8495fde3e996e5da1449262d6f0f439e,3daca250d11fb8211c5b765d999a257d209d826e,90011,85521,
2021,28,37df68fc2c2ec402964dc53e1c9e79620b2e8465,eb0455f97bb9d720d1267171998405c58e6696b5,6622,,
2023,08,37df68fc2c2ec402964dc53e1c9e79620b2e8465,eb0455f97bb9d720d1267171998405c58e6696b5,6622,,
2021,28,72e74844114169aa7dffb43781a927b134bb67ac,bcae94dbea222e10c8c4e88e67c38a6db65c8abc,4120,43999,
2021,28,343229f042be8642e920cecc40c187ccae909340,13dc078cb624036a897ec327f42e7860e5fa65a1,45205,,
2021,43,343229f042be8642e920cecc40c187ccae909340,13dc078cb624036a897ec327f42e7860e5fa65a1,45205,,
2021,29,3b6b30f781ba057fbfe4b45043477f2c7f706cda,edc37029e0ed3920cd6f36ce1b273dd135169fd8,4329,,
2021,29,9d838c6ff46868d0635b982a5c43f4e353fa2dd6,e9a0573d6c32c53d6a4f8109691ca8a4369be4e8,47911,,
2021,30,9d838c6ff46868d0635b982a5c43f4e353fa2dd6,e9a0573d6c32c53d6a4f8109691ca8a4369be4e8,47911,,
2021,29,cf3b0c0a30ca5331ed68838c6caf353376b2a3c1,2cdba85a0d3ee6b1d2fd213d5023d4d31de606ba,43221,4120,
2023,12,cf3b0c0a30ca5331ed68838c6caf353376b2a3c1,2cdba85a0d3ee6b1d2fd213d5023d4d31de606ba,43221,4120,
2021,29,4a51a03859762392767121a4a3ad759e6bea6260,bf8aa13f8f6fb7bcf42262bf67cd7f3ef79cd915,82999,,
2022,49,4a51a03859762392767121a4a3ad759e6bea6260,bf8aa13f8f6fb7bcf42262bf67cd7f3ef79cd915,82999,,
2021,29,95268a4e158a19849742779a6bf332f647cfde47,0625f9727c78a274ed3dbdfac9cb65cbc42a8ec9,6420,,
2022,28,95268a4e158a19849742779a6bf332f647cfde47,0625f9727c78a274ed3dbdfac9cb65cbc42a8ec9,6420,,
2021,29,539d3c0107161126d850a5428affc084ab9896eb,6bdaf44162dbb6aa9f12161154657893a0d6e42f,6420,,
2022,24,539d3c0107161126d850a5428affc084ab9896eb,6bdaf44162dbb6aa9f12161154657893a0d6e42f,6420,,
2021,29,78f062b69de5d68f9fdad81ca0c76316e335470b,ab3182737e92fbd2aec2624939327c24d12984e0,4110,6831,
2021,39,78f062b69de5d68f9fdad81ca0c76316e335470b,ab3182737e92fbd2aec2624939327c24d12984e0,4110,68203,68204
2021,29,c7a8edcdf52bc5efe88aae3b644637f8a26ddc03,52bfe6d6c9ae6f5d32cbd3fdd9fd3ef8c7a1d79d,4941,,
2021,33,c7a8edcdf52bc5efe88aae3b644637f8a26ddc03,52bfe6d6c9ae6f5d32cbd3fdd9fd3ef8c7a1d79d,4941,,
2021,29,d2289691feee2a86c2eeb12ba6d1db0bc8c28274,538b0cff2d8ac22deb52b8046cae1a2665565264,70221,,
2021,29,3db60c0fc7dde957678180e752c44bacba355bd1,2c10512bb46e4a901e8c321c54a1e52731b118b4,4120,2562,
2021,29,df56cfc9e52e86351c8601b105c720b801467ca6,9587dfb05755c6207d4a937c5f32897d5ef51fb3,7112,1413,74102
2021,49,df56cfc9e52e86351c8601b105c720b801467ca6,9587dfb05755c6207d4a937c5f32897d5ef51fb3,7112,1413,74102
2022,39,df56cfc9e52e86351c8601b105c720b801467ca6,9587dfb05755c6207d4a937c5f32897d5ef51fb3,7112,1413,74102
2021,29,83d6d52517980f6d553c86634bd9ef422bb1c8b8,98fa9149b7becee0283d359f9b7d3f4d78364a13,82999,,
2022,45,83d6d52517980f6d553c86634bd9ef422bb1c8b8,98fa9149b7becee0283d359f9b7d3f4d78364a13,82999,,
2021,29,be28a49028d2b75fb1ca7422839c7dff3e05cd4a,6c185d5e7e075827e79219ac0ea802c233a93a0b,7112,,
2022,52,be28a49028d2b75fb1ca7422839c7dff3e05cd4a,6c185d5e7e075827e79219ac0ea802c233a93a0b,7112,,
2021,29,54ae04d56c6e19bb7a09ca8dc9b4cd707bd5b798,b8b406e483022f6b85fb91fa8eefa484f19f3946,6420,,
2022,07,54ae04d56c6e19bb7a09ca8dc9b4cd707bd5b798,b8b406e483022f6b85fb91fa8eefa484f19f3946,6420,,
2021,29,f60ae550e5ebff6334573e98fb0beaeb3e364ee6,506372d095bd273a2654468bd2bdce8ace9fdee2,4334,,
2021,29,9d40388b93aba42f355b55849ee8e480312eebc2,615b892b644a7a1b4ebfc915e58365f8d6c35d43,86919,88991,
2021,29,438352ae08ded62e13f8faa55f0893ac79110a3f,d2fef52d0fac28903bcf8ac8799281cb2cd04e7b,9604,,
2021,39,438352ae08ded62e13f8faa55f0893ac79110a3f,d2fef52d0fac28903bcf8ac8799281cb2cd04e7b,9604,,
2021,29,91ea1413d41415f4fe15ae6cb969b12a270ad251,3f4d4bbebdd4a05911311d4b4aef5a1764ca3034,8010,90011,9003
2021,48,91ea1413d41415f4fe15ae6cb969b12a270ad251,3f4d4bbebdd4a05911311d4b4aef5a1764ca3034,8010,90011,9003
2022,10,91ea1413d41415f4fe15ae6cb969b12a270ad251,3f4d4bbebdd4a05911311d4b4aef5a1764ca3034,8010,90011,9003
2021,30,00acceeac6be9380451d9cdc7da51302ca2a1b8b,9136b45782a1823299f4ddf5a3e61cfa227df421,7021,7990,9003
2021,30,4891e18223a8b931a0cdcf9c8626e9c025eebcad,7b4ce49d856627495921d413c3ef9136dff44e83,70222,82999,
2021,34,4891e18223a8b931a0cdcf9c8626e9c025eebcad,7b4ce49d856627495921d413c3ef9136dff44e83,70222,82999,
2021,30,9fd00f141a7244db66d59e5d61e4eaf73b05f44b,31752d37c6cfc9478ef2f5d61f11b9086b700e45,74101,6201,
2021,33,9fd00f141a7244db66d59e5d61e4eaf73b05f44b,31752d37c6cfc9478ef2f5d61f11b9086b700e45,74101,6201,
2022,33,9fd00f141a7244db66d59e5d61e4eaf73b05f44b,31752d37c6cfc9478ef2f5d61f11b9086b700e45,74101,6201,
2021,30,751e235e8f3da76a913e04515a220a89252009b7,a8b2a911e41a58b1321df7b31635abfeea889c8f,96022,,
2021,40,751e235e8f3da76a913e04515a220a89252009b7,a8b2a911e41a58b1321df7b31635abfeea889c8f,96022,,
2021,42,751e235e8f3da76a913e04515a220a89252009b7,a8b2a911e41a58b1321df7b31635abfeea889c8f,96022,,
2021,30,6d40698861a6a25bd32cada02e947ada561dee94,6c67ee126272297d961265ae82680c20cb2e3754,85519,93195,
2023,01,6d40698861a6a25bd32cada02e947ada561dee94,6c67ee126272297d961265ae82680c20cb2e3754,85519,93195,
2021,30,9c8f325912baf1cd0d905cc112c8377540b00527,86345445daec646db9af2a6a0de2b25487f7ebf1,6420,,
2023,07,9c8f325912baf1cd0d905cc112c8377540b00527,86345445daec646db9af2a6a0de2b25487f7ebf1,6420,,
2021,30,fbb0440083aa8013e3108aa21aa06b7cb317d6d6,7c311604f9264ec1c46669e425d00d9d5c937227,7021,74101,59111
2021,30,84983211dc407dd4b2b51ea4a3b035e56ef8ab64,4adc6b8e7591434f42a1f4a738e87e5c4b94d756,46462,,
2021,30,e3f1fe63dc99019d24583532893b91c15d6042df,28f744ee73dcc25069b0036428ecfa60b6b73230,7021,59111,
2022,47,e3f1fe63dc99019d24583532893b91c15d6042df,28f744ee73dcc25069b0036428ecfa60b6b73230,7021,59111,
2023,11,e3f1fe63dc99019d24583532893b91c15d6042df,28f744ee73dcc25069b0036428ecfa60b6b73230,7021,59111,
2021,30,3fd6bbd6e1a2799daf93924a76ab242a5225fd52,b40d74bb53b6e24bc530c14c64d822a53abc7516,70102,,
2021,30,ae239c8c8b2fb1dcd8d22293551545c2442c85e1,70809f6c4369e6a3c615e6990e33a1d4519fcb1d,6311,,
2021,31,de35accdc97973c247795763e5901da12327b492,0adfe4667aa3a7976b91e02d1063448f95df3483,43221,,
2022,13,de35accdc97973c247795763e5901da12327b492,0adfe4667aa3a7976b91e02d1063448f95df3483,43221,,
2021,31,dbe73c6a8b7afb9c6ec06c18c512ba5690afa34d,001f5847ab2ef8d5330182a4f4294a0fe54c18d8,43222,,
2021,31,17a22e69d8ddcce6f200640c0793e4a65323cc49,648006233f2b25505f83e2f6a12ccfa5f0bae1b2,5920,90011,
2022,24,17a22e69d8ddcce6f200640c0793e4a65323cc49,648006233f2b25505f83e2f6a12ccfa5f0bae1b2,5920,90011,
2021,31,c65ab565148de40f185deabf437ab80565267062,3bf7692f5578ee4337223189839a0fa1a541824a,85519,,
2022,03,c65ab565148de40f185deabf437ab80565267062,3bf7692f5578ee4337223189839a0fa1a541824a,85519,,
2022,42,c65ab565148de40f185deabf437ab80565267062,3bf7692f5578ee4337223189839a0fa1a541824a,85519,85592,85599
2021,31,4b96b76f9ec27c220e124afb4aa489fe11f5830e,4ab243ea26693ce7431e4a6879b96cfaaa6bc472,53202,,
2021,32,4b96b76f9ec27c220e124afb4aa489fe11f5830e,4ab243ea26693ce7431e4a6879b96cfaaa6bc472,4941,,
2022,03,4b96b76f9ec27c220e124afb4aa489fe11f5830e,4ab243ea26693ce7431e4a6879b96cfaaa6bc472,4941,,
2021,31,7742a97e7e14fa31052ed9c6450dfcd69359fa09,ca0b2f3ef6278ce1f9f7b65efdfe6f9bb3db8c17,53202,,
2022,44,7742a97e7e14fa31052ed9c6450dfcd69359fa09,ca0b2f3ef6278ce1f9f7b65efdfe6f9bb3db8c17,53202,,
2021,31,fd40b8558a3921106c7bbaab7a2efb9e9cecf3c5,93b62f2b9a18d33e1f6be402a84940af9681379d,69204,69203,
2021,31,c8ae85eccff87f44ea53beb73c4d6b1081e3c250,ff7e0bdd22dd1eb8eb533a26aa71ba811c7d6a27,85592,70221,
2021,40,c8ae85eccff87f44ea53beb73c4d6b1081e3c250,ff7e0bdd22dd1eb8eb533a26aa71ba811c7d6a27,85592,70221,
2023,11,c8ae85eccff87f44ea53beb73c4d6b1081e3c250,ff7e0bdd22dd1eb8eb533a26aa71ba811c7d6a27,85592,70221,
2021,31,e8712975fabe194e8c310892d4ae35d0adabbc78,4d1a2a0d4517aef172bd8b44e17fd74a226ce87a,7021,69203,8291
2021,31,81d38c5d135e2b1281a9ee2aeeb0971eb13a00d9,303afe554f7d36c10219e52f2d7d3ff64212b3f9,90011,5621,7490
2021,31,48800b4fe0865810d9d4b7b5bd8152219e6f49c0,a6f2eb560d2052016068ed431e82d2125a9bb8d1,6420,,
2023,01,48800b4fe0865810d9d4b7b5bd8152219e6f49c0,a6f2eb560d2052016068ed431e82d2125a9bb8d1,6420,,
2021,31,daa9e2496dbe835d80c0485a8b28ef0e0ea49e16,e3f8f70276aa2222337b7325d5a12dacab4d16c4,70102,,
2023,01,daa9e2496dbe835d80c0485a8b28ef0e0ea49e16,e3f8f70276aa2222337b7325d5a12dacab4d16c4,70102,,
2021,31,d398fe0996de08f916fd27c545dc9f377c42164e,fea3422bd076cef4af475183f36d1e661794b32a,6420,,
2021,31,f4f34f232504b1e979b53bf7e3671f695a74dff7,4060a9b91b074ad3714dabe5507450f08d00946b,85519,,
2021,38,f4f34f232504b1e979b53bf7e3671f695a74dff7,4060a9b91b074ad3714dabe5507450f08d00946b,85519,,
2022,17,f4f34f232504b1e979b53bf7e3671f695a74dff7,4060a9b91b074ad3714dabe5507450f08d00946b,85519,,
2021,31,4d2b54e9897ce2321fbfeccd61553b4fc90a37e2,5594bfda33b34b3b7ae7ccc8996088005120215d,96022,,
2023,04,4d2b54e9897ce2321fbfeccd61553b4fc90a37e2,5594bfda33b34b3b7ae7ccc8996088005120215d,96022,,
2023,10,4d2b54e9897ce2321fbfeccd61553b4fc90a37e2,5594bfda33b34b3b7ae7ccc8996088005120215d,96022,,
2021,31,8ea554caf1ba301a5d10984195cbd3e75a08eaa0,1f7e8fdbc580e773bc29e44db162f3c0c0f17787,4120,43993,8130
2021,44,8ea554caf1ba301a5d10984195cbd3e75a08eaa0,1f7e8fdbc580e773bc29e44db162f3c0c0f17787,4120,43993,8130
2022,19,8ea554caf1ba301a5d10984195cbd3e75a08eaa0,1f7e8fdbc580e773bc29e44db162f3c0c0f17787,4120,43993,8130
2021,31,9aa0943a1c360c20f29c47d9995cddd5bf87a9a3,39837565d28806d237cb51fc6afbf4f6c6d25956,8010,52292,
2021,32,73e89d56f6a3aade3826b9a7b0034bf1f64ce42c,edfb65f6722235784f3ca3c732b6bc8f4b7791f3,6420,,
2022,21,73e89d56f6a3aade3826b9a7b0034bf1f64ce42c,edfb65f6722235784f3ca3c732b6bc8f4b7791f3,6420,,
2021,32,adc9a6fe3c47ca68381dab0f4f2fe24aac8ffc12,4b84a5446970dc5c46f0bb2d9329510f485b9e07,47914,,
2021,32,3a5be2d1184549cb65dce29e273ab0b5c04a98de,e6225a1cf27f67054ae7f63917746893dadf5e55,45112,,
2021,35,3a5be2d1184549cb65dce29e273ab0b5c04a98de,e6225a1cf27f67054ae7f63917746893dadf5e55,45112,,
2022,24,3a5be2d1184549cb65dce29e273ab0b5c04a98de,e6225a1cf27f67054ae7f63917746893dadf5e55,45112,,
2021,32,d3e112e32c63524d3a16d8d1dd4451d77ced9685,0bbc7b0a06ff9bd8f05da1b2636b77daca2c0569,90012,5920,90011
2021,32,edeea70e6352630c58435a3eb7c11ae33d76c963,17e376407878fb9550700ce411c2cb616b1156de,70102,,
2021,32,aac77f769f5126bedfafeac2f0c098f835325e79,d98bcff577d29413c16244bfbad8ae6735a6b621,4321,,
2021,32,455bac03aa7ac58a476ec1960c4f177de090276c,4dca790c67ec50678c957f18359813a038e55391,46383,4645,7021
2021,32,15717a57848dfcbfdd438f8e66c17514bb6a5714,00b0a821e623ffe1fbef0b8465e8974519f5ad17,6420,,
2023,07,15717a57848dfcbfdd438f8e66c17514bb6a5714,00b0a821e623ffe1fbef0b8465e8974519f5ad17,6420,,
2023,13,15717a57848dfcbfdd438f8e66c17514bb6a5714,00b0a821e623ffe1fbef0b8465e8974519f5ad17,6420,,
2021,32,9b392072d7277cf3af67dc723bb4416da7f3f9ee,8a1c17f4503ff16faaa6c0c12bc1052de5e026cb,85592,,
2022,27,9b392072d7277cf3af67dc723bb4416da7f3f9ee,8a1c17f4503ff16faaa6c0c12bc1052de5e026cb,85592,,
2021,33,ac1cc59b8d3cad958c2f3db050ab7ec7b4b91816,93e43040944821f182e9ca78ea18c3879c2beb8a,8130,70221,
