code,descr_short_nl,descr_short_en,status
,Bouwnijverheid,Construction,1
41,Alg.burg. en utiliteitsbouw/projectontw.,Construction of buildings,1
411,Projectontwikkeling,Development of building projects,1
4110,Projectontwikkeling,Development of building projects,1
412,Algemene burgerlijke en utiliteitsbouw,Construction of residential and non-residential buildings,1
4120,Algemene burgerlijke en utiliteitsbouw,Construction of residential and non-residential buildings,1
42,Grond-/water-/wegenbouw(geen grondverz.),Civil engineering,1
421,"Bouw van wegen, spoorwegen, kunstwerken",Construction of roads and railways,1
4211,Wegenbouw en stratenmaken,Construction of roads and motorways,1
42111,Wegenbouw,Construction of motorways,1
42112,Stratenmaken,Construction of roads,1
4212,Bouw boven- en ondergrondse spoorwegen,Construction of railways and underground railways,1
4213,Bouw van kunstwerken,Construction of bridges and tunnels,1
422,Leggen van kabels en buizen,Construction of utility projects,1
4221,Leggen van rioleringen/buizen/pijpen ed,Construction of utility projects for fluids,1
42210,"Leggen van rioleringen, buizen en leidingen; aanleg van bronbemaling",Construction of utility projects for fluids,1
422101,Leggen rioleringen/buizen/pijpleidingen,"Laying of sewers, pipes and pipelines",1
422102,Aanleg van bronbemaling,"Laying of sewers, pipes and pipelines",1
4222,Leggen van elektr.-/telecom.kabels,Construction of utility projects for electricity and telecommunications,1
429,Bouw van overige civieltechnische werken,Construction of other civil engineering projects,1
4291,Natte waterbouw,Construction of water projects,1
4299,Bouw overige civieltechnische werken neg,Construction of other civil engineering projects n.e.c.,1
42990,Bouw van overige civieltechnische werken n.e.g.,Construction of other civil engineering projects n.e.c.,1
429901,Aanleg sportterreinen en -accommodaties,Construction of sports facilities and accommodations (no buildings),1
429902,Bouw industriële werken (geen gebouwen),Construction of industrial works (no buildings),1
43,Gespecialiseerde werkzaamh. in de bouw,Specialised construction activities,1
431,Slopen bouwwerken/grondverzet/proefboren,Demolition and site preparation,1
4311,Slopen van bouwwerken,Demolition,1
4312,Grondverzet,Site preparation,1
4313,Proefboren,Test drilling and boring,1
432,Bouwinstallatie,"Electrical, plumbing and other construction installation activities",1
4321,Elektrotechnische bouwinstallatie,Electrical installation,1
43210,Elektrotechnische bouwinstallatie,Electrical installation,1
432101,Inst. verlichting/telecom/alarm in geb.,"Installation of lighting, telecom and alarm in buildings",1
432102,Inst. verlichting/signalering wegen e.d.,"Install. of lighting and signaling in roads, rail- and waterways, airports",1
4322,Loodgieters- en fitterswerk; installatie,"Plumbing and sewage, heat and air conditioning installation",1
43221,Loodg.- en fitterswerk; inst. sanitair,"Plumbing and sewage, heat and air conditioning installation",1
43222,Inst. verwarmings-/luchtbehandelingsapp.,Heating and air conditioning installation,1
4329,Overige bouwinstallatie,Other construction installation,1
43290,Overige bouwinstallatie,Other construction installation,1
432901,Inst. liften/roltrappen/bliksemafleiding,"Installation of elevators, escalators and lightning diversion",1
432902,Isolatiewerkzaamheden,Insulation activities,1
432909,Overige bouwinstallatie n.e.g.,Other construction installation activities n.e.c.,1
433,Afwerking van gebouwen,Building completion and finishing,1
4331,Stukadoren,Plastering,1
4332,Bouwtimmeren,Joinery installation,1
4333,Afwerking van vloeren en wanden,Floor and wall covering,1
4334,Schilderen en glaszetten,Painting and glazing,1
4339,Overige afwerking van gebouwen,Other building completion and finishing,1
439,Dakbouw en ov. gespec. werkz. in de bouw,Other specialised construction activities,1
4391,Dakdekken en bouwen van dakconstructies,Roofing activities,1
4399,Overige gespec. werkzaamheden in de bouw,Other specialised construction activities n.e.c.,1
43991,Heien en andere funderingswerkzaamheden,Piledriving and other foundations activities,1
43992,Vlechten van betonstaal,Reinforced concrete steel,1
43993,Metselen en voegen,Masonry activities,1
43999,Overige gespec. werkz. in de bouw n.e.g.,Other specialized activities in the construction n.e.c.,1
439991,Duikersbedrijven,"Professional diving activities (not recreational, no underwater sports)",1
439992,Waterdichtmaken van daken en muren,Construction waterproofing,1
439993,Verh. bouw-/sloopmachines met bed. pers.,Renting of construction and demolition equipment with operating personell,1
439999,Overige gespec. werkz. in de bouw n.e.g.,Other specialized construction activities n.e.c.,1
,"Groot- en detailhandel; reparatie van auto""s",Wholesale and retail trade; repair of motor vehicles and motorcycles,1
45,Handel/rep. auto's/motoren/fietsen/aanh.,Wholesale and retail trade and repair of motor vehicles and motorcycles,1
451,Handel in auto's/aanhangers + evt. rep.,Sale of motor vehicles,1
4511,Handel/rep. personen-/lichte bedr.auto's,Sale of cars and light motor vehicles,1
45111,Imp. nieuwe personen-/lichte bedr.auto's,Import of new passenger cars and light company carse,1
45112,Handel/rep. personen-/lichte bedr.auto's,"Sale/repair of pass. cars, light motor veh. (no import of new cars)",1
4519,Handel/rep.zw.bedr.auto's/aanh./caravans,Sale of other motor vehicles,1
45191,Import van nieuwe bedrijfsauto's,Import of new business vehicles,1
45192,Handel/rep. zwaardere bedrijfsauto's,Trade in and repair of business vehicles (no import of new),1
45193,Handel/reparatie aanhangwagens/opleggers,Trade in and repair of trailers and semi-trailers (no caravans),1
45194,Handel in en reparatie van caravans,Trade in and repair of caravans,1
452,Gespecialiseerde reparatie van auto's,Maintenance and repair of motor vehicles,1
4520,Gespecialiseerde reparatie van auto's,Maintenance and repair of motor vehicles,1
45201,Auto-onderdelenservicebedrijven,Car-parts service business,1
45202,Bandenservicebedrijven,Tire service business,1
45203,Reparatie van specifieke auto-onderdelen,Repair of specific car-parts,1
45204,Carrosserieherstel,Repair of bodies (coachwork) for motor vehicles,1
45205,Overige gespec. reparatie/slepen auto's,Other specialized repair and adapting of cars; car tow,1
453,Handel in auto-onderdelen/-accessoires,Sale of motor vehicle parts and accessories,1
4531,Groothandel in auto-onderdelen en -accessoires,Wholesale and trade of motor vehicle parts and accessories,1
45312,Groothandel/handelsbemiddeling in banden,Wholesale and trade of tires,1
4532,Detailhandel in auto-onderdelen en -accessoires,Retail trade of motor vehicle parts and accessories,1
454,Handel/reparatie motorfiets(onderdel)en,"Sale, maintenance and repair of motorcycles and related parts and accessories",1
4540,Handel/reparatie motorfiets(onderdel)en,"Sale, maintenance and repair of motorcycles and related parts and accessories",1
45401,Groothandel in motorfiets(onderdel)en,Wholesale and trade of motorcycles and related parts and accessories,1
45402,Detailhandel en reparatie motorfiets(onderdel)en,Retail trade and repair of motorcycles and related parts and accessories,1
46,Groothandel (niet in auto's/motorfietsen),"Wholesale trade, except of motor vehicles and motorcycles",1
47,Handelsbemiddeling,Wholesale on a fee or contract basis,1
4611,"Handelsbemiddeling landbouwprod., levende dieren e.d.","Agents involved in the sale of agricultural raw materials, live animals, textile",1
4612,Handelsbemiddeling in brandst./ertsen/metalen/chem.prod.,"Agents involved in the sale of fuels, ores, metals and industrial chemicals",1
4613,Handelsbemiddeling hout/vlakglas/sanitair/bouwmaterialen,Agents involved in the sale of timber and building materials,1
4614,Handelsbemiddeling mach./techn.ben./schepen/vliegtuigen,"Agents involved in the sale of machinery, industrial equipment, ships and aircra",1
4615,"Handelsbemiddeling in meubels, huish. art. en ijzerwaren","Comm. agents for furniture, household goods, hardware and ironmongery",1
4616,Handelsbemiddeling textiel/kleding/schoeisel/lederwaren,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goo",1
4617,Handelsbemiddeling in voedings- en genotmiddelen,"Agents involved in the sale of food, beverages and tobacco",1
4618,Handelsbemiddeling gespecialiseerd in overige goederen,Agents specialised in the sale of other particular products,1
4619,Niet-gespecialiseerde handelsbemiddeling,Agents involved in the sale of a variety of goods,1
462,Groothandel landbouwproducten en levende dieren,Wholesale of agricultural raw materials and live animals,1
4621,Groothandel granen/ruwe tabak/oliën/zaden/veevoer,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",1
46211,Groothandel in granen,Wholesale of grain,1
46212,"Groothandel zaden, pootgoed en peulvruchten",Wholesale of seeds and legumes,1
46213,"Groothandel in hooi, stro en ruwvoeder",Wholesale of hay and straw,1
46214,Groothandel in meng- en krachtvoeder,Wholesale of compound- and concentrated feedingstuff,1
46215,Groothandel veevoeder(geen ruw-/meng-/krachtvoer),Wholesale of animal food,1
46216,Groothandel ruwe plant. en dierlijke oliën e.d.,Wholesale of raw vegetable/animal oils/fats and the like,1
46217,Groothandel in ruwe tabak,Wholesale of raugh tobacco,1
46218,Groothandel akkerbouwprod./veevoeder (alg. ass.),Wholesale of crop farming products and animal food,1
46219,Groothandel overige akkerbouwproducten,Wholesale of other crop farming products,1
4622,Groothandel in bloemen en planten,Wholesale of flowers and plants,1
4623,Groothandel in levende dieren,Wholesale of live animals,1
46231,Groothandel in levend vee,Wholesale of living cattle,1
46232,Groothandel huis-/wilde dieren/siervissen/-vogels,"Wholesale of pets, fish, birds and wild animals",1
4624,Groothandel huiden/vellen/leer/halffabr. van leer,"Wholesale of hides, skins and leather",1
46241,Groothandel in huiden en vellen,Wholesale of hides and skins,1
46242,Groothandel leer en halffabrikaten van leer,Wholesale of leather,1
463,Groothandel voedings- en genotmiddelen,"Wholesale of food, beverages and tobacco",1
4631,Groothandel groenten/fruit/consumptieaardappelen,"Wholesale of vegerables, fruit and consumption potatoes",1
46311,Groothandel in groenten en fruit,Wholesale of vegetables and fruit,1
46312,Groothandel in consumptie-aardappelen,Wholesale of consumption potatoes,1
45311,Groothandel auto-ond./-access. (geen banden),Wholesale and trade of car parts/accs (no tires),2
4632,Groothandel vlees(waren)/wild en gev. (niet lev.),Wholesale of meat and meat products,1
46320,Groothandel in vlees en vleesproducten en in wild en gevogelte (niet levend),Wholesale of meat and meat products,1
463201,Groothandel pluimvee/wild/gevogelte (niet levend),"Wholesale in poultry, game and fowl (not alive)",1
463202,Groothandel vlees(waren) (geen pluimvee/wild/gev),"Wholesale of meat and meat products ( not poultry, game and fowl)",1
4633,Groothandel zuivelprod./spijsoliën/-vetten/eieren,"Wholesale of dairy products, edible oils and fats and eggs",1
46331,Groothandel zuivelproducten/spijsoliën en -vetten,Wholesale of dairy products and edible oils and fats,1
46332,Groothandel in eieren,Wholesale of eggs,1
4634,Groothandel in dranken (geen zuivel),Wholesale of beverages (no dairy),1
4635,Groothandel tabaksproducten/rokersbenodigdheden,Wholesale of tobacco products,1
4636,"Groothandel suiker, chocolade en suikerwerk",Wholesale of sugar and chocolate and sugar confectionery,1
4637,Groothandel koffie/thee/cacao/specer. (geen ruwe),"Wholesale of coffee, tea, cocoa and spices",1
4638,Groothandel ov. voedingsmiddelen en -grondstoffen,"Wholesale of other food, incl. fish, crustaceans and molluscs",1
46381,Groothandel in snacks,Wholesale of snacks,1
46382,"Groothandel vis, schaal- en weekdieren","Wholesale of fish, crustaceans and molluscs",1
46383,Gesp. Groothandel in ov. voedings- en genotm. neg,Specialized wholesale of other food n.e.c.,1
46384,Groothandel in bakkerijgrondstoffen,Wholesale of bakery raw materials,1
46389,Gesp. Groothandel ov.grondst.voedings- en genotm.,Specialized wholesale of other raw materials for the food industry,1
4639,Groothandel voedings-/genotmiddelen algemeen ass.,"Non-specialised wholesale of food, beverages and tobacco",1
464,Groothandel consumentenartikelen (non-food),Wholesale of household goods,1
4641,Groothandel kledingst./fournituren/huish.textiel,Wholesale of textiles and household textiles,1
46411,Groothandel kledingstoffen en fournituren,Wholesale of textiles,1
46412,Groothandel huishoudtextiel en beddengoed,Wholesale of household textiles (bedding included),1
4642,"Groothandel kleding, schoenen en mode-artikelen","Wholesale of clothing, footwear and fashion products",1
46421,Groothandel in bovenkleding,Wholesale of outergarment,1
46422,Groothandel in werkkleding,Wholesale of work clothing,1
46423,Groothandel in onderkleding,Wholesale of undergarment,1
46424,Groothandel in schoenen,Wholesale of footwear,1
46425,Groothandel in mode-artikelen,Wholesale of fashion products,1
46429,Groothandel textielwaren algemeen assortiment,Wholesale of textiles general selection,1
4643,Groothandel el.huish.app./audio-/video/fotogr.art,Wholesale of electrical household appliances,1
46431,Groothandel in witgoed,Wholesale of household appliances,1
46432,Groothandel elektrische huishoudelijke apparaten,Wholesale of other electric domestic equipment,1
46433,Groothandel audio- en video-apparatuur,Wholesale of audio- and video-equipment,1
46434,Groothandel in fotografische artikelen,Wholesale of photographic articles,1
46435,Groothandel in beeld- en geluidsdragers,Wholesale of image- and sound carriers,1
46436,Groothandel in optische artikelen,Wholesale of optical articles,1
4644,Groothandel glas/porselein/aardewerk/reinigingsm.,Wholesale of china and glassware and cleaning materials,1
46441,"Groothandel glas, porselein en aardewerk","Wholesale of glass, porcelain and pottery",1
46442,"Groothandel was-, poets- en reinigingsmiddelen","Wholesale of detergents, polishers and cleansers",1
4645,Groothandel in parfums en cosmetica,Wholesale of perfume and cosmetics,1
4646,Groothandel farmac.prod./med.instr./orthoped.art.,Wholesale of pharmaceutical goods,1
46461,Groothandel in farmaceutische producten,Wholesale of  pharmaceutical products,1
46462,Groothandel med./tandheelk.instr./verpl.art. e.d.,"Wholesale of medical/dental instruments, medical- and orthopedic auxiliary",1
4647,Groothandel huismeub./woningtext./vloerbed./verl.,"Wholesale of furniture, carpets and lighting equipment",1
46471,Groothandel in huismeubilair,Wholesale of furniture,1
46472,Groothandel woningtextiel en vloerbedekking,Wholesale of carpets,1
46473,Groothandel in verlichtingsartikelen,Wholesale of lighting equipment,1
4648,Groothandel juweliersartikelen en uurwerken,Wholesale of watches and jewellery,1
4649,Groothandel overige consumentenart. (non-food),Wholesale of other household goods,1
46491,Groothandel in fietsen en bromfietsen,Wholesale of bicycles and motor driven bicycles,1
46492,Groothandel in watersportartikelen,Wholesale of water sport articles,1
46493,Groothandel kampeerartikelen (geen caravans),Wholesale of camping articles (no caravans),1
46494,Groothandel in speelgoed,Wholesale of toys,1
46495,Groothandel in muziekinstrumenten,Wholesale of musical instruments,1
46496,Groothandel sportartikelen (geen watersport),Wholesale of sport articles,1
46497,Groothandel papier-/kartonwaren(geen verpak.mat.),Wholesale of paper and cardboard (no packing materials),1
46498,Groothandel boeken/tijdschriften/overig drukwerk,"Wholesale of books, periodicals and other printed matter",1
46499,Groothandel ov. consumentenart. (non-food) n.e.g.,Wholesale of other household goods n.e.c.,1
464991,Groothandel kantoor- en schoolbenodigdheden,"Wholesale of office/school supplies (no textbooks, furniture and office mach.)",1
464992,Groothandel overige huishoudelijke artikelen,Wholesale of other household goods,1
464999,Groothandel overige consumentenartikelen n.e.g.,Wholesale of other household goods n.e.c.,1
465,Groothandel in ICT-apparatuur,Wholesale of information and communication equipment,1
4651,"Groothandel computers, randapparatuur en software","Wholesale of computers, computer peripheral equipment and software",1
4652,Groothandel elektronische/telecommunicatieapp.,Wholesale of electronic and telecommunications equipment and parts,1
466,Groothandel mach./app./toebeh. voor ind./handel),"Wholesale of other machinery, equipment and supplies",1
4661,Groothandel landbouwmachines/werktuigen/tractoren,"Wholesale of agricultural machinery, equipment and supplies",1
4662,Groothandel in gereedschapswerktuigen,Wholesale of machine tools,1
4663,Groothandel in machines voor de bouw,"Wholesale of mining, construction and civil engineering machinery",1
4664,Groothandel textielindustrie-/naai-/breimachines,Wholesale of mach. for the textile ind. and sewing/knitting mach.,1
4665,Groothandel in bedrijfsmeubels,Wholesale of office furniture,1
46650,Groothandel in bedrijfsmeubels,Wholesale of office furniture,1
466501,Groothandel in bedrijfsmeubels,Wholesale of office furniture,1
466502,Groothandel bedrijfsmeubels (geen kantoormeubels),Wholesale of business furniture (no office furniture),1
4666,Groothandel kantoormachines (geen computers),Wholesale of other office machinery and equipment,1
4668,Groothandel mach. grafische/voedings-/genotm.ind.,"Wholesale of machines for the graphic, food and beverages and tobacco industry",1
46681,Groothandel machines voor de grafische industrie,Wholesale of machines for the graphic industry,1
46682,Groothandel machines voedings-/genotmiddelenindu.,"Wholesale of machines for food, beverages and tobacco industry",1
4669,Groothandel ov.machines/app.voor industrie/handel,Wholesale of other machinery and equipment,1
46691,Groothandel in intern transportmaterieel,Wholesale of internal transport equipment,1
46692,Groothandel mach./app.warmte-/koel-/vriestechniek,Wholesale of machines and apparatus for climate control equipment,1
46693,Groothandel verbrandingsmotoren/pompen/compress.,"Wholesale of combustion engines, pumps and compressors",1
46694,Groothandel appendages/technische toebehoren e.d.,"Wholesale of boilerfittings, technical appliances, etc.",1
46695,Groothandel in meet- en regelapparaten,Wholesale of measuring and control instruments,1
46696,Groothandel in emballage,Wholesale of packaging,1
46697,Groothandel scheepsbenodigdheden/visserij-art.,Wholesale of shipbuilders supplies and fishing articles,1
46699,Groothandel ov.mach./app./toeb. ind./handel neg.,Wholesale of other machines and requirements for industry and trade n.e.c.,1
466991,Groothandel ov. mach./app. voor ind./handel neg.,Wholesale of other machinery and equipment for Industry and Commerce n.e.c.,1
466992,Groothandel in vakbenodigdheden n.e.g.,Wholesale of other professional necessities  n.e.c.,1
466999,Groothandel gespec.in ov.benodigd.ind./handel neg,Wholesale specialised in the supplies for industry and trade n.e.c.,1
467,Overige gespecialiseerde groothandel,Other specialised wholesale,1
4671,Groothandel brandstoffen/over. minerale olieprod.,"Wholesale of solid, liquid and gaseous fuels and related products",1
46711,Groothandel in vaste brandstoffen,Wholesale of solid fuels,1
46712,Groothandel vloeibare en gasvormige brandstoffen,Wholesale of liquid and gaseous fuels,1
46713,Groothandel minerale olieproducten (geen brandst),Wholesale of mineral oil products (no fuels),1
4672,Groothandel in metalen en metaalertsen,Wholesale of metals and metal ores,1
46721,Groothandel in metaalertsen,Wholesale of metal ores,1
46722,Groothandel ferrometalen en -halffabrikaten,"Wholesale of iron, steel and -semifinished products",1
46723,Groothandel non-ferrometalen en -halffabrikaten,Wholesale of non-ferrous metals and -semifinished products,1
4673,Groothandel hout/sanitair/overige bouwmaterialen,"Wholesale of wood, construction materials and sanitary equipment",1
46731,Groothandel in hout en plaatmateriaal,Wholesale of wood and plate material,1
46732,Groothandel in verf en verfwaren,Wholesale of paint and paint goods,1
46733,Groothandel in behang,Wholesale of wallpaper,1
46734,Groothandel in vlakglas,Wholesale of construction glas,1
46735,Groothandel in zand en grind,Wholesale of sand and gravel,1
46736,Groothandel in tegels en plavuizen,Wholesale of paving tiles and stones,1
46737,Groothandel sanitaire art./sanitair install.mat.,Wholesale of sanitary articles and sanitary fittings,1
46738,Groothandel gespec. in overige bouwmat.,Wholesale specialized in other building materials,1
46739,Groothandel bouwmaterialen algemeen assortiment,Wholesale of construction materials general selection,1
4674,Groothandel ijzer-/metaalwaren/verwarmingsapp.,"Wholesale of hardware, plumbing and heating equipment and supplies",1
46741,Groothandel in ijzer- en metaalwaren,Wholesale of iron and metal goods,1
46742,Groothandel in verwarmingsapparaten,Wholesale of heating equipment,1
4675,Groothandel in chemische producten,Wholesale of chemical products,1
46751,Groothandel chem.grondst./chemicaliën ind.toep.,Wholesale of basic and industrial chemicals,1
46752,Groothandel bestrijdingsmiddelen/kunstmest,Wholesale of agrochemical products,1
4676,Groothandel overige intermediaire producten,Wholesale of other intermediate products,1
46761,Groothandel textielgrondstoffen/-halffabrikaten,Wholesale of textile raw materials and -semifinished products,1
46762,Groothandel in papier en karton,Wholesale of paper and paperboard,1
46769,Groothandel overige intermediaire producten neg.,Wholesale of rubber and other intermediate products n.e.c.,1
467691,Groothandel in rubber,Wholesale of rubber,1
467699,Groothandel overige intermediaire producten neg.,Wholesale of other intermediate products n.e.c.,1
4677,Groothandel in afval en schroot,Wholesale of waste and scrap,1
46771,Groothandel in autosloopmateriaal,Wholesale of car demolition material,1
46772,Groothandel ijzer-/staalschroot/oude non.ferrom.,Wholesale of iron and steel scrap and old non-ferrous metals,1
46779,Groothandel overige oude materialen/afvalstoffen,Wholesale of other old materials and waste,1
469,Niet-gespecialiseerde groothandel,Non-specialised wholesale trade,1
4690,Niet-gespecialiseerde groothandel,Non-specialised wholesale trade,1
46901,Niet-gespec. Groothandel in consumentenartikelen,Non-specialised wholesale trade of household goods,1
46902,Niet-gespec. Groothandel in niet-consumentenart.,Non-specialised wholesale trade of non-household goods,1
47,Detailhandel (niet in auto's),"Retail trade, except of motor vehicles and motorcycles",1
471,"Supermarkten, warenhuizen en dergelijke",Retail sale in non-specialised stores,1
4711,Supermarkten e.d. winkels alg.ass.v.gm.,"Supermarkets, department stores and similar non-specialised stores",1
4719,Warenhuizen e.d. winkels alg. non-f.ass.,Department stores; Other retail sale in non-specialised stores,1
47191,Warenhuizen,Department stores,1
47192,Winkels met alg.assort. (geen warenh.),Retail sale of general selection (no department stores),1
472,Gespec. winkels voedings-/genotmiddelen,"Retail sale of food, beverages and tobacco in specialised stores",1
4721,Winkels in aardappelen/groenten/fruit,Retail sale of fruit and vegetables in specialised stores,1
4722,Winkels in vlees(waren)/wild/gevogelte,Retail sale of meat and meat products in specialised stores,1
47221,Winkels in vlees en vleeswaren,Retail sale of meat and meat products,1
47222,Winkels in wild en gevogelte,Retail sale of game and poultry,1
4723,Winkels in vis,"Retail sale of fish, crustaceans and molluscs in specialised stores",1
4724,Winkels brood/banket/chocolade/suikerw.,"Shops selling bread, pastry, chocolate and sugar confectionery",1
47241,Winkels in brood en banket,Retail sale of bread and pastries,1
47242,Winkels in chocolade en suikerwerk,Retail sale of chocolate and sugar confectionery,1
4725,Winkels in dranken,Retail sale of beverages in specialised stores,1
4726,Winkels in tabaksproducten,Retail sale of tobacco products in specialised stores,1
4729,Gespec. winkels in ov. voedings-/genotm.,Other retail sale of food in specialised stores,1
47291,Winkels in kaas,Retail sale of cheese,1
47292,Winkels in natuurvoeding/reformartikelen,Retail sale of organic food,1
47293,Winkels in buitenlandse voedingsmiddelen,Retail sale of foreign food,1
47299,Gesp. winkels in ov. voedings-/genotm.,Retail specialized in other nutrition food n.e.c.,1
473,Benzinestations,Retail sale of automotive fuel in specialised stores,1
4730,Benzinestations,Retail sale of automotive fuel in specialised stores,1
474,Winkels in consumenten-elektronica,Retail sale of information and communication equipment in specialised stores,1
4741,Winkels in computers/randapp./software,"Shops selling computers, peripheral equipment and software",1
4742,Winkels in telecommunicatieapparatuur,Retail sale of telecommunications equipment in specialised stores,1
4743,Winkels audio/video/alg.ass.wit-/bruing.,Retail sale of audio and video equipment in specialised stores,1
47431,Winkels in audio- en videoapparatuur,Retail sale of audio and video equipment,1
47432,Winkels alg. assortiment wit-/bruingoed,Retail sale of general range of household appliances,1
475,Winkels overige huishoudelijke artikelen,Retail sale of other household equipment in specialised stores,1
4751,Winkels kledingst./huish.textiel/fourn.,Retail sale of textiles in specialised stores,1
47511,Winkels in kledingstoffen,Shops selling clothing fabrics,1
47512,Winkels in huishoudtextiel,Retail sale of household textiles,1
47513,Winkels breiwol/handwerken/fournituren,"Retail sale of knitting, needlework and trimmings",1
4752,Winkels in doe-het-zelfartikelen,"Retail sale of hardware, paints and glass in specialised stores",1
47521,Winkels in ijzerwaren en gereedschappen,Retail sale of hardware and tools,1
47522,"Winkels in verf, verfwaren en behang","Retail sale of paint, paint goods and wallpaper",1
47523,Winkels in houten bouw-/tuinmaterialen,Retail sale of wooden building materials and garden materials,1
47524,Winkels in tegels,Retail sale of tiles,1
47525,Winkels in keukens,Retail sale of kitchens,1
47526,Winkels in parket-/laminaat-/kurkvloeren,"Retail sale of parquet-, laminate- and cork flooring",1
47527,Winkels gespec. in ov. doe-het-zelf-art.,Retail sale specialized in other DIY products,1
47528,Bouwmarkten/winkels bouwmat. alg.ass.,Retail sale of building material,1
4753,Winkels in vloerbedekking en gordijnen,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",1
47530,Winkels in vloerbedekking en gordijnen,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",1
475301,Winkels in vloerbedekking,"Retail sale of carpets, rugs and floor coverings in specialised stores",1
475302,Winkels in gordijnen en vitrage,Retail sale of curtains and drapes in specialised stores,1
4754,Winkels in elektr. huish. artikelen,Retail sale of electrical household appliances in specialised stores,1
47541,Winkels in witgoed,Retail sale of household appliances,1
47542,Winkels in naai- en breimachines,Retail sale of sewing and knittingmachines,1
47543,Winkels in overige elektr. huish. app.,Retail sale of other electrical household appliances,1
47544,Winkels in onderd.voor el.huish.app.,Retail sale of electric household appliances parts,1
4759,Winkels meubels/verl./ov. h.h.art. neg.,"Shops selling furniture, lighting and other household articles n.e.c.",1
47591,Winkels in meubels,Retail sale of furniture,1
47592,Winkels in verlichtingsartikelen,Retail sale of lighting equipment,1
47593,Winkels art. woninginrichting alg. ass.,Retail sale of articles for home furnishing general assortment,1
47594,Winkels in muziekinstrumenten,Retail sale of musical instruments,1
47595,Winkels in glas-/porselein-/aardewerk,"Retail sale of glass, china and pottery",1
47596,Winkels gespec. in overige huish.art.neg,Retail sale specialized in other household articles n.e.c.,1
475961,Winkels woningtextiel (geen gordijnen),Retail sale in soft furnishings (no curtains and drapes),1
475969,Winkels gespec. in ov.huish.art.n.e.g.,Retail sale specialized in other household articles n.e.c.,1
47597,Winkels in huishoudelijke art. alg. ass.,Retail sale of household goods generall assortment,1
476,Winkels lectuur/sport-/kampeer-/recr.art,Retail sale of cultural and recreation goods in specialised stores,1
4761,Winkels in boeken,Retail sale of books in specialised stores,1
4762,Winkels kranten/tijdschr./kantoorbeh.,Retail sale of newspapers and stationery in specialised stores,1
47620,"Winkels in kranten, tijdschriften en kantoorbehoeften",Retail sale of newspapers and stationery in specialised stores,1
476201,Winkels in school- en kantoorbehoeften,Retail sale of school supplies and stationary,1
476202,Winkels in kranten en tijdschriften,Retail sale of newspapers and magazines,1
476203,Winkels boeken/kranten/tijds./kantoorbe.,"Shops in books, newspapers/magazines, school/office supplies (gen. assorted)",1
4763,Winkels in audio- en video-opnamen,Retail sale of music and video recordings in specialised stores,1
4764,Winkels (brom)fietsen/sport-/kampeerart.,"Retail sale of bicycles and mopeds, sporting equipment in specialised stores",1
47641,Winkels in fietsen en bromfietsen,Retail sale of bicycles and mopeds,1
47642,Winkels in watersportartikelen,Retail sale of watersports articles,1
47643,Winkels in sportart. (geen watersport),Retail sale of sports articles (no watersports),1
47644,Winkels in kampeerart. (geen caravans),Retail sale of camping items (no caravans),1
4765,Winkels in speelgoed,Retail sale of games and toys in specialised stores,1
477,Winkels in overige artikelen,Retail sale of other goods in specialised stores,1
4771,Winkels in kleding en mode-artikelen,Retail sale of clothing in specialised stores,1
47711,Winkels in herenkleding,Retail sale of men clothing,1
47712,Winkels in dameskleding,Retail sale of women clothing,1
47713,Winkels in bovenkleding/mode-artikelen,Retail sale of outerwear and fashion items (generall assortment),1
47714,Winkels in baby- en kinderkleding,Retail sale of baby- and children's clothing,1
47715,Winkels in babyartikelen alg. assort.,Retail sale of baby articles generall assortment,1
47716,"Winkels in onderkleding, foundations ed.","Retail sale of underwear, foundations, etc.",1
47717,Winkels in mode-artikelen,Retail sale of fasion articles,1
47718,Textielsupermarkten,Textile supermarkets,1
4772,Winkels in schoenen en lederwaren,Retail sale of footwear and leather goods in specialised stores,1
47721,Winkels in schoenen,Retail sale of footwear,1
47722,Winkels in lederwaren en reisartikelen,Retail sale of leather goods and travel goods,1
4773,Apotheken,Dispensing chemist in specialised stores,1
4774,Winkels drogisterij-/medische artikelen,"Pharmacy, retail sale of medical and orthopaedic goods in specialised stores",1
47741,Winkels in drogisterij-artikelen,Pharmacy,1
47742,Winkels in medische/orthopedische art.,Retail sale of medical and orthopaedic goods,1
4775,Winkels in parfums en cosmetica,Retail sale of cosmetic and toilet articles in specialised stores,1
4776,Winkels in planten/tuinben./huisdieren,"Shops selling flowers, plants, seeds, garden mat. pets and articles for pets",1
47761,Winkels bloemen/planten/zaden/tuinbenod.,"Retail sale of flowers, plants, seeds and garden supplies",1
47762,Tuincentra,Garden equipment dealers,1
47763,Winkels dier(benodigdhed)en/hengelsp.art,"Retail sale of pets, pet supplies and fishing articles",1
4777,Winkels in juweliersartikelen/uurwerken,Retail sale of watches and jewellery in specialised stores,1
4778,Winkels in overige artikelen n.e.g.,Other sale sale of new goods in specialised stores,1
47781,Winkels in fotografische artikelen,Retail sale of fotographic articles,1
47782,Winkels in optische artikelen,Retail sale of optical articles,1
